,Unnamed: 0,Player Name,Player ID,Home Runs,Player Quote,Batting Hand,College
70,70,Ryan Howard,howarry01,382,"""He (Ryan Howard) did some unbelievable things for our team out of this six hole [in the lineup]. I don't know where we would have been without him. He has no fear about being up in a big spot. He's going to be a special player."" - Manuel, Charlie. Philadelphia Phillies Manager. MLB Network Broadcast. 7 November 2005.",Left,Southwest Missouri State University
71,71,Jim Rice,riceji01,382,"""He (Jim Rice) has the right attitude, but I suspect he's not going to get as much opportunity. He had six-hundred seventy-seven (677) times at-bat last year. That's amazing. They'll pitch to him a little differently this time."" - Ted Williams",Right,None Attended
72,72,Albert Belle,belleal01,381,"""I really don't get involved in perceptions. We're all different,and that's what makes it interesting. Being judged on the things beyond what you do as a baseball player-sometimes I don't think that's necessarily right. Maybe you don't have the full story. When I come out here, I look at Albert (Belle) as a teammate, I look at him as a baseball player. I look at how he comes to bat and how he approaches his job. He's someone you really appreciate when he's on your team. He's a fifty homer guy, a one-hundred forty RBI guy. He wants to play everyday. Who wouldn't want that? I have a lot of respect for him. Playing against him and watching how he goes about his job. I'm happy I'm his teammate."" - Ripken, Cal (Jr.) Sports Illustrated. 8 March 1999. [Albert Belle Quotes]",Right,Louisiana State University
73,73,Orlando Cepeda,cepedor01,379,"""He (Orlando Cepeda) is annoying every pitcher in the league. He is strong, he hits to all fields and he makes all the plays. He's the most relaxed first-year man I ever saw."" - Mays, Willie. Teammate / Hall of Famer. Latino Baseball Legends: An Encyclopedia: An Encyclopedia. Freedman, Lew. Author. Greenwood Publishing. 11 August 2010. Page 88.",Right,None Attended
74,74,Tony Perez,perezto01,379,"""When I was a boy growing up in Cuba, Luis Tiant was a national hero. Now I'm thirty-six and he's thirty-seven!"" - Tony Perez",Right,None Attended
75,75,Matt Williams,willima04,378,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,"University of Nevada, Las Vegas"
76,76,Norm Cash,cashno01,377,"""I used a hollow bat my whole career. In fact, I owe my success to expansion pitching, a short rightfield fence and my hollow bats."" - Norm Cash in Sports Illustrated (Steve Wolf, 04/13/1981, Tricks Of The Trade, Page 98)",Left,Sul Ross State Teachers College
77,77,Jeff Kent,kentje01,377,"""Jeff Kent is one of our leaders on our team. Jeff Kent carries himself very professionally. Jeff Kent is an outstanding hitter. I think Jeff Kent and myself complement each other very well. If one's not doing it, the other wants to do it. If one's doing it, the other one wants to do better. I think that's outstanding. Michael Jordan had Scottie Pippen, Magic Johnson had Kareem. There's always got to be somebody to help that other person, one, become a better player or challenge themselves, and Jeff Kent challenges me a lot in how I perform. And I try to challenge him as much as I can for his performance. I think we complement each other very, very well."" - Barry Bonds (Workout Day Press Conference, 10/18/2002)",Right,"University of California, Berkeley"
78,78,Carlton Fisk,fiskca01,376,"""If the human body recognized agony and frustration, people would never run marathons, have babies, or play baseball."" - Carlton Fisk (Stewart, Wayne. The Little Red Book of Baseball Wisdom. Skyhorse Publishing. 5 June 2012. Page 111.)",Right,University of New Hampshire
79,79,Rocky Colavito,colavro01,374,"""He (Rocky Colavito) was everything a ballplayer should be. Best of all, he had a nickname. Baseball fans love nicknames, especially when they fit."" - Pluto, Terry. Author. The Curse of Rocky Colavito: A Loving Look at a Thirty-Year Slump. Gray & Company Publishers. 13 April 2007. Page 12.",Right,None Attended
80,80,Gil Hodges,hodgegi01,370,"""I give him strong credit for Jackie Robinson's success. Pee Wee Reese gets identified with Jackie because they were the second / short combination. But on the other side of Jackie, Gil Hodges played, and Gil was a peacekeeper. Everybody respected him, teammates and opponents alike."" - Carl Erskine in Gil Hodges Still Remembered by His Indiana Home Town (Baseball Digest : February 1995, Page 36)",Right,Saint Joseph's College
81,81,Todd Helton,heltoto01,369,"""If the baseball gods are keeping score, (Todd) Helton will be the first player wearing a Rockies cap in Cooperstown. In this era of the asterisk, when a bleacher bum cannot be certain if the homer he just grabbed was the product of a juiced ball or a synthetic slugger, there are no doubts about Helton. Helton is a 100 percent pure, meat-and-potatoes, made-in-America athlete. He is the pride of the Rockies. The Colorado first baseman never cheats a paying customer. Loves winning, hates to talk about himself. His game is no brag, all bat."" - Kiszla, Mark. Sports Writer. The Denver Post. 30 March 2004.",Left,University of Tennessee
82,82,Ralph Kiner,kinerra01,369,"""I think one of the most difficult things for anyone who's played baseball is to accept the fact that maybe the players today are playing just as well as ever."" - Kiner, Ralph. Voices from Cooperstown: Baseball's Hall of Famers Tell It Like It Was. Connor, Anthony J. Author. Galahad Books. 1 March 1998. Page 295. [Ralph Kiner Quotes]",Right,None Attended
83,83,Mike Trout,troutmi01,368,"""Most baseball speedsters are like Ferraris. They're small, compact and built to go from home to first in the blink of an eye. But watching Trout was like watching a massive Mercedes with a big engine under the hood. He looked like a power hitter, but when you pulled out the stopwatch, you realized he was faster than all those Ferraris."" - Cooper, J.J. Baseball America Staff Writer. 2011 Minor League Player Of The Year Mike Trout. 7 September 2011.",Right,None Attended
84,84,Lance Berkman,berkmla01,366,"""In Baltimore last year I forgot how many outs there were and ran off the field. I got to the line, and I was like, Oh, my gosh, nobody's running off (the field). I immediately went to the fake knee injury. The trainer came running out and was like, 'Are you O.K.?' And I said, 'Yeah, I just forgot how many outs there were.' That was right after I came back from my knee surgery so I had a built in excuse."" - Lance Berkman in Sports Illustrated (Life on & Off the Field, 04/17/2006)",Both,Rice University
85,85,Joe DiMaggio,dimagjo01,361,"""(Lou) Gehrig is great, of course. But somehow you don't get the same feeling when he's at the plate as when (Joe) DiMaggio comes up."" - Hubbell, Carl. New York Post:1938 All-Star Game. 7 July 1938. Page 13. [Joe DiMaggio Quotes]",Right,None Attended
86,86,Gary Gaetti,gaettga01,360,"""It was a strange phenomenon when he(Mark McGwire) walked to the plate. Everybody in the stands was anticipating a home run. It's hard to imagine anyone hitting a home run every time. At the same time, everyone knew the next homer could be the longest home run ever hit."" - Gary Gaetti in The Quotable Baseball Fanatic (2004)",Right,Northwest Missouri State University
87,87,Johnny Mize,mizejo01,359,"""Mize was one of the really outstanding hitters in baseball history. Every place he played, from the time he started to play baseball till the time he quit, he was a premier hitter. When he ambled up to the plate, people expected big things because he made things happen. I always thought he was one of the very best."" - Ted Williams. The 50 Greatest Players in St. Louis Cardinals History. Cohen, Robert W. Author. Scarecrow Press Publishing. 22 August 2013. Page 90.",Left,None Attended
88,88,Yogi Berra,berrayo01,358,"""He (Yogi Berra) isn't much to look at, and he looks like he's doing everything wrong, but he can hit. He got a couple of hits off us on wild pitches."" - Hall of Famer Mel Ott [Yogi Berra Quotes]",Left,None Attended
89,89,Carlos Lee,leeca01,358,"""The Astros added some much-needed horsepower as well as a starting pitcher Friday with the signing of slugger Carlos Lee to a six-year, $100 million contract and veteran right-hander Woody Williams to a two-year, $12.5 million deal. Lee's contract represents the largest total package given to a player in franchise history, eclipsing the five-year, $85 million contract extension Jeff Bagwell received in 2001 and the six-year, $85 million extension Lance Berkman signed in 2004."" - Molony, Jim. MLB Staff Writer. Astros reel in Lee. 24 November 2006.",Right,None Attended
90,90,Joey Votto,vottojo01,356,"""I've heard some comments from some guys saying they'd like to play less games, make less money. I say play MORE and make MORE money. I'll play in November and March, another 60 games, lets do it. What do you say?"" - Joey Votto on FOX Sports Ohio (Post Game Interview, 04/27/2018)",Left,None Attended
91,91,Greg Vaughn,vaughgr01,355,"""I don't believe in trying to throw anything in anybody's face. I just believe in taking a negative and trying to make it a positive. People have asked, would it be extra special to play the Yankees instead of Cleveland? I don't care who I'm playing, as long as I'm in the World Series. This is not Greg Vaughn against the Yankees or Greg Vaughn against the doctors here or Greg Vaughn against George Steinbrenner because they sent me back. It's the Padres against the Yankees. I'm pretty laid-back, so not a whole lot bothers me, except when I'm not playing."" - Greg Vaughn in The New York Times (Selena Roberts, 10/17/1998, 'WORLD SERIES PREVIEW: YANKEES VS. PADRES', Source)",Right,University of Miami
